 Shallow Bytes │ Shallow % │ Item
───────────────┼───────────┼─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
            42 ┊     0.04% ┊ core::slice::<impl core::ops::index::Index<I> for [T]>::index::h3e1ce808d4a47cf7
            41 ┊     0.04% ┊ echo_usize
            41 ┊     0.04% ┊ store_big_uint
            41 ┊     0.04% ┊ store_u64
            41 ┊     0.04% ┊ store_i64
            41 ┊     0.04% ┊ store_reserved_i64
            41 ┊     0.04% ┊ store_reserved_big_uint
            40 ┊     0.04% ┊ elem[0]
            40 ┊     0.04% ┊ <alloc::vec::Vec<T> as elrond_codec::nested_ser::NestedEncode>::dep_encode_to::h992d1d9822cdcd79
            40 ┊     0.04% ┊ store_i32
            39 ┊     0.04% ┊ echo_u32
            39 ┊     0.04% ┊ echo_bool
            39 ┊     0.04% ┊ load_bool
            38 ┊     0.04% ┊ load_big_uint
            38 ┊     0.04% ┊ load_big_int
            38 ┊     0.04% ┊ load_u64
            38 ┊     0.04% ┊ load_i64
            37 ┊     0.04% ┊ __rg_alloc_zeroed
            35 ┊     0.04% ┊ import env::smallIntStorageStoreUnsigned
            35 ┊     0.04% ┊ core::slice::<impl [T]>::copy_from_slice::h45484e20881eb6c2
            34 ┊     0.04% ┊ import env::smallIntGetUnsignedArgument
            34 ┊     0.04% ┊ import env::smallIntStorageLoadUnsigned
            34 ┊     0.04% ┊ elrond_wasm::ContractIOApi::check_num_arguments::h08185d11688becdf
            34 ┊     0.04% ┊ <elrond_wasm_node::big_uint::ArwenBigUint as elrond_wasm::BigUintApi>::to_bytes_be::h14feb432ddd01e3c
            33 ┊     0.03% ┊ import env::bigIntStorageStoreUnsigned
            33 ┊     0.03% ┊ import env::smallIntStorageStoreSigned
            33 ┊     0.03% ┊ <elrond_wasm::types::sc_result::SCResult<T> as elrond_wasm::io::finish::EndpointResult<A,BigInt,BigUint>>::finish::h15c98503b4bc1d96
            33 ┊     0.03% ┊ count_ones
            32 ┊     0.03% ┊ import env::smallIntGetSignedArgument
            32 ┊     0.03% ┊ import env::bigIntStorageLoadUnsigned
            32 ┊     0.03% ┊ import env::bigIntGetUnsignedArgument
            32 ┊     0.03% ┊ import env::smallIntStorageLoadSigned
            32 ┊     0.03% ┊ export "finish_simple_enum_variant_1"
            32 ┊     0.03% ┊ echo_big_uint
            32 ┊     0.03% ┊ echo_big_int
            32 ┊     0.03% ┊ echo_u64
            32 ┊     0.03% ┊ echo_i64
            31 ┊     0.03% ┊ import env::bigIntUnsignedByteLength
            31 ┊     0.03% ┊ export "echo_large_boxed_byte_array"
            31 ┊     0.03% ┊ export "bit_and_assign_big_uint_ref"
            31 ┊     0.03% ┊ export "bit_xor_assign_big_uint_ref"
            31 ┊     0.03% ┊ echo_i32
            30 ┊     0.03% ┊ export "bit_or_assign_big_uint_ref"
            30 ┊     0.03% ┊ alloc::alloc::exchange_malloc::h1d86574802c944f8
            30 ┊     0.03% ┊ get_block_timestamp
            30 ┊     0.03% ┊ get_block_nonce
            30 ┊     0.03% ┊ get_block_round
            30 ┊     0.03% ┊ get_block_epoch
            30 ┊     0.03% ┊ get_prev_block_timestamp
            30 ┊     0.03% ┊ get_prev_block_nonce
            30 ┊     0.03% ┊ get_prev_block_round
            30 ┊     0.03% ┊ get_prev_block_epoch
            29 ┊     0.03% ┊ import env::smallIntFinishUnsigned
            29 ┊     0.03% ┊ import env::bigIntSetUnsignedBytes
            29 ┊     0.03% ┊ import env::bigIntSignedByteLength
            29 ┊     0.03% ┊ import env::bigIntGetUnsignedBytes
            29 ┊     0.03% ┊ <elrond_wasm_node::ext::ArwenApiImpl as elrond_wasm::ContractHookApi<elrond_wasm_node::big_int::ArwenBigInt,elrond_wasm_node::big_uint::ArwenBigUint>>::storage_load_big_uint::h70deb0cd01cdcb7c
            28 ┊     0.03% ┊ import env::getPrevBlockTimestamp
            28 ┊     0.03% ┊ export "echo_boxed_ser_example_1"
            28 ┊     0.03% ┊ export "echo_boxed_ser_example_2"
            28 ┊     0.03% ┊ export "get_prev_block_timestamp"
            28 ┊     0.03% ┊ <elrond_wasm_node::big_int::ArwenBigInt as core::clone::Clone>::clone::hf9973c23b52bd26e
            28 ┊     0.03% ┊ <elrond_wasm_node::big_uint::ArwenBigUint as core::clone::Clone>::clone::hd811bdd5efd44748
            27 ┊     0.03% ┊ import env::smallIntFinishSigned
            27 ┊     0.03% ┊ import env::bigIntFinishUnsigned
            27 ┊     0.03% ┊ import env::bigIntGetSignedBytes
            27 ┊     0.03% ┊ export "echo_async_result_empty"
            27 ┊     0.03% ┊ export "store_reserved_big_uint"
            27 ┊     0.03% ┊ export "add_assign_big_uint_ref"
            27 ┊     0.03% ┊ export "sub_assign_big_uint_ref"
            27 ┊     0.03% ┊ export "mul_assign_big_uint_ref"
            27 ┊     0.03% ┊ export "div_assign_big_uint_ref"
            27 ┊     0.03% ┊ export "rem_assign_big_uint_ref"
            27 ┊     0.03% ┊ export "bit_and_assign_big_uint"
            27 ┊     0.03% ┊ export "bit_xor_assign_big_uint"
            27 ┊     0.03% ┊ export "shr_assign_big_uint_ref"
            27 ┊     0.03% ┊ export "shl_assign_big_uint_ref"
            26 ┊     0.03% ┊ export "add_assign_big_int_ref"
            26 ┊     0.03% ┊ export "sub_assign_big_int_ref"
            26 ┊     0.03% ┊ export "mul_assign_big_int_ref"
            26 ┊     0.03% ┊ export "div_assign_big_int_ref"
            26 ┊     0.03% ┊ export "rem_assign_big_int_ref"
            26 ┊     0.03% ┊ export "bit_or_assign_big_uint"
            26 ┊     0.03% ┊ <elrond_wasm_node::ext::ArwenApiImpl as elrond_wasm::ContractIOApi<elrond_wasm_node::big_int::ArwenBigInt,elrond_wasm_node::big_uint::ArwenBigUint>>::get_argument_big_uint::h1ba340c9c949c14b
            26 ┊     0.03% ┊ finish_simple_enum_variant_1
            25 ┊     0.03% ┊ import env::bigIntFinishSigned
            25 ┊     0.03% ┊ import env::bigIntGetCallValue
            25 ┊     0.03% ┊ export "store_reserved_vec_u8"
            25 ┊     0.03% ┊ elrond_wasm::storage::storage_set::storage_set::h29e86c5b537875d5
            25 ┊     0.03% ┊ basic_features::BasicFeaturesImpl<T,BigInt,BigUint>::call_panic_with_message::ha594b523e753a815
            24 ┊     0.03% ┊ import env::getArgumentLength
            24 ┊     0.03% ┊ import env::storageLoadLength
            24 ┊     0.03% ┊ import env::getBlockTimestamp
            24 ┊     0.03% ┊ import env::getPrevBlockNonce
            24 ┊     0.03% ┊ import env::getPrevBlockRound
            24 ┊     0.03% ┊ import env::getPrevBlockEpoch
            24 ┊     0.03% ┊ export "echo_varags_big_uint"
            24 ┊     0.03% ┊ export "get_prev_block_nonce"
            24 ┊     0.03% ┊ export "get_prev_block_round"
            24 ┊     0.03% ┊ export "get_prev_block_epoch"
            24 ┊     0.03% ┊ export "bit_and_big_uint_ref"
            24 ┊     0.03% ┊ export "bit_xor_big_uint_ref"
            24 ┊     0.03% ┊ export "non_zero_usize_macro"
            24 ┊     0.03% ┊ <alloc::alloc::Global as core::alloc::AllocRef>::dealloc::h960a8d2071bc916b
            24 ┊     0.03% ┊ echo_nothing
            23 ┊     0.02% ┊ export "echo_boxed_array_u8"
            23 ┊     0.02% ┊ export "echo_non_zero_usize"
            23 ┊     0.02% ┊ export "get_block_timestamp"
            23 ┊     0.02% ┊ export "add_assign_big_uint"
            23 ┊     0.02% ┊ export "sub_assign_big_uint"
            23 ┊     0.02% ┊ export "mul_assign_big_uint"
            23 ┊     0.02% ┊ export "div_assign_big_uint"
            23 ┊     0.02% ┊ export "rem_assign_big_uint"
            23 ┊     0.02% ┊ export "bit_or_big_uint_ref"
            23 ┊     0.02% ┊ export "shr_assign_big_uint"
            23 ┊     0.02% ┊ export "shl_assign_big_uint"
            23 ┊     0.02% ┊ export "non_zero_usize_iter"
            23 ┊     0.02% ┊ core::ptr::drop_in_place::h481f015a5bbe9312
            22 ┊     0.02% ┊ import env::getNumArguments
            22 ┊     0.02% ┊ import env::getOwnerAddress
            22 ┊     0.02% ┊ export "echo_varags_tuples"
            22 ┊     0.02% ┊ export "echo_ser_example_1"
            22 ┊     0.02% ┊ export "echo_ser_example_2"
            22 ┊     0.02% ┊ export "store_reserved_i64"
            22 ┊     0.02% ┊ export "add_assign_big_int"
            22 ┊     0.02% ┊ export "sub_assign_big_int"
            22 ┊     0.02% ┊ export "mul_assign_big_int"
            22 ┊     0.02% ┊ export "div_assign_big_int"
            22 ┊     0.02% ┊ export "rem_assign_big_int"
            22 ┊     0.02% ┊ core::ptr::drop_in_place::h756853b8d029cd43
            22 ┊     0.02% ┊ elrond_wasm::io::dyn_arg_input::DynArgInput::assert_no_more_args::haf78ffcb512147cc
            21 ┊     0.02% ┊ export "echo_multi_vec_u8"
            20 ┊     0.02% ┊ import env::transferValue
            20 ┊     0.02% ┊ import env::getBlockNonce
            20 ┊     0.02% ┊ import env::getBlockRound
